produto,categoria,estoque_inicial,vendas_do_mes,custo_unitario,preco_venda
Canos PVC Industrial,Estrutura,636,99,10.5,12.08
Rejunte Comercial,Acabamento,529,54,386.29,961.25
Bloco de Concreto Comum,Iluminação,890,185,324.96,803.08
Cimento Residencial,Hidráulica,284,319,150.02,235.28
Telha Cerâmica Reforçada,Hidráulica,501,85,249.73,376.44
Brita Reforçada,Acabamento,836,173,25.76,33.6
Tijolo Comercial,Acabamento,960,467,100.26,156.49
Tomada Residencial,Estrutura,935,21,215.13,348.13
Interruptor Reforçada,Elétrica,856,243,417.85,897.37
Madeira Serrada Extra,Acabamento,45,59,242.44,560.72
Porta de Madeira Refinada,Elétrica,320,103,295.25,633.44
Porta de Madeira Industrial,Acabamento,53,138,437.51,877.24
Prego Extra,Iluminação,164,302,157.87,342.93
Madeira Serrada Reforçada,Iluminação,86,158,351.85,750.81
Tinta Acrílica Extra,Estrutura,599,498,431.53,762.1
Telha Cerâmica Premium,Estrutura,622,231,105.29,165.33
Janela de Alumínio Premium,Elétrica,447,76,181.46,271.44
Janela de Alumínio Industrial,Acabamento,441,17,490.01,1005.06
Tijolo Reforçada,Hidráulica,551,21,491.69,1201.21
Fio Elétrico Reforçada,Estrutura,48,183,115.5,221.01
Tijolo Premium,Hidráulica,248,144,37.89,90.08
Telha de Zinco Extra,Hidráulica,22,37,139.11,155.79
Tomada Extra,Acabamento,131,280,201.88,446.61
Porta de Madeira Reforçada,Elétrica,153,287,223.3,512.48
Tijolo Industrial,Acabamento,693,142,311.31,617.45
Bloco de Concreto Refinada,Estrutura,464,12,450.25,1084.06
Brita Premium,Hidráulica,377,185,168.52,324.55
Tijolo Residencial,Acabamento,768,473,425.74,611.68
Argamassa Premium,Acabamento,256,433,51.27,71.88
Bloco de Concreto Reforçada,Acabamento,932,266,25.73,48.33
Tinta Acrílica Industrial,Estrutura,54,268,254.5,602.93
Canos PVC Reforçada,Elétrica,774,96,34.53,41.48
Lâmpada LED Refinada,Acabamento,384,433,199.28,387.83
Prego Reforçada,Estrutura,300,356,448.91,977.6
Tomada Industrial,Hidráulica,216,293,124.53,157.1
Areia Comum,Iluminação,933,0,354.46,447.85
Tinta Acrílica Residencial,Estrutura,528,294,154.67,249.42
Prego Industrial,Iluminação,967,26,27.24,40.41
Rejunte Residencial,Acabamento,251,35,280.56,386.51
Porta de Madeira Comercial,Acabamento,631,159,418.25,576.42
Rejunte Reforçada,Estrutura,123,424,207.69,266.45
Lâmpada LED Residencial,Iluminação,828,398,310.56,607.21
Parafuso Comercial,Acabamento,311,30,450.51,929.57
Cimento Comum,Hidráulica,285,126,395.9,825.1
Telha de Zinco Refinada,Elétrica,105,261,100.97,186.32
Telha Cerâmica Refinada,Elétrica,303,344,368.03,895.81
Telha Cerâmica Industrial,Acabamento,710,496,253.44,591.21
Bloco de Concreto Premium,Iluminação,369,435,374.25,913.43
Bloco de Concreto Industrial,Acabamento,297,209,249.79,410.73
Telha Cerâmica Extra,Iluminação,163,149,68.34,159.16
Areia Industrial,Hidráulica,579,30,287.11,622.46
Lâmpada LED Comercial,Iluminação,432,99,248.61,391.8
Parafuso Comum,Acabamento,925,328,261.37,326.51
Tinta Acrílica Comercial,Hidráulica,859,301,440.06,904.62
Parafuso Residencial,Estrutura,59,450,447.94,578.31
Parafuso Reforçada,Elétrica,216,352,229.5,346.84
Brita Refinada,Acabamento,573,218,230.59,415.18
Janela de Alumínio Extra,Acabamento,863,252,260.02,533.52
Fio Elétrico Residencial,Acabamento,892,170,262.2,628.42
Fio Elétrico Refinada,Hidráulica,671,256,475.44,917.85
Brita Residencial,Estrutura,574,427,326.45,665.95
Canos PVC Comercial,Iluminação,222,56,142.34,218.35
Porta de Madeira Premium,Estrutura,75,8,268.11,552.9
Tomada Refinada,Hidráulica,241,4,315.48,540.39
Tinta Acrílica Refinada,Acabamento,894,334,321.69,739.79
Interruptor Comum,Elétrica,820,113,294.7,486.09
Canos PVC Extra,Acabamento,859,264,92.98,163.23
Telha Cerâmica Comum,Iluminação,672,172,21.63,36.89
Canos PVC Premium,Elétrica,726,219,172.23,385.03
Janela de Alumínio Refinada,Acabamento,329,204,216.62,527.51
Telha Cerâmica Residencial,Elétrica,776,23,35.59,55.46
Argamassa Extra,Estrutura,146,492,408.41,720.86
Cimento Reforçada,Hidráulica,890,457,175.32,366.12
Madeira Serrada Refinada,Acabamento,656,169,457.25,1076.15
Madeira Serrada Comercial,Iluminação,946,405,81.43,145.86
Fio Elétrico Premium,Estrutura,575,102,33.18,41.56
Telha de Zinco Comercial,Acabamento,74,59,243.75,393.93
Areia Reforçada,Estrutura,523,85,98.62,184.47
Tomada Comercial,Iluminação,141,254,469.01,790.06
Tijolo Refinada,Acabamento,343,164,10.1,13.75
Madeira Serrada Residencial,Iluminação,41,371,209.25,241.01
Areia Residencial,Elétrica,877,166,463.74,956.4
Tijolo Comum,Iluminação,907,83,195.29,486.24
Rejunte Comum,Elétrica,881,457,51.09,121.95
Parafuso Industrial,Acabamento,507,201,154.93,318.63
Tomada Comum,Elétrica,252,89,251.52,573.0
Janela de Alumínio Reforçada,Acabamento,201,88,96.65,140.92
Tinta Acrílica Premium,Acabamento,151,436,235.95,465.15
Porta de Madeira Extra,Hidráulica,669,119,418.99,496.44
Brita Comum,Acabamento,610,155,436.95,913.25
Argamassa Refinada,Elétrica,570,460,29.38,72.21
Telha de Zinco Premium,Hidráulica,657,398,84.65,195.13
Parafuso Premium,Hidráulica,997,187,141.27,261.1
Telha de Zinco Residencial,Acabamento,200,187,299.46,660.08
Telha Cerâmica Comercial,Iluminação,951,261,183.69,444.8
Interruptor Refinada,Iluminação,158,51,422.8,592.95
Madeira Serrada Comum,Hidráulica,608,139,359.75,795.25
Prego Comercial,Acabamento,425,18,54.73,80.88
Areia Comercial,Iluminação,529,479,314.16,731.28
Fio Elétrico Extra,Acabamento,744,74,60.94,75.43
Parafuso Refinada,Acabamento,878,229,131.24,177.11
Tomada Premium,Hidráulica,25,480,93.05,196.23
Tomada Reforçada,Hidráulica,817,129,90.67,121.92
Lâmpada LED Premium,Estrutura,115,54,310.12,409.75
Madeira Serrada Industrial,Iluminação,292,270,283.98,533.22
Telha de Zinco Industrial,Iluminação,113,447,92.13,209.04
Lâmpada LED Industrial,Iluminação,370,99,495.14,730.75
Argamassa Residencial,Elétrica,667,68,213.81,486.97
Interruptor Industrial,Acabamento,44,398,53.05,118.36
Prego Premium,Hidráulica,122,298,64.68,123.59
Porta de Madeira Residencial,Iluminação,317,457,294.03,589.59
Janela de Alumínio Comum,Estrutura,920,16,489.64,566.33
Brita Industrial,Iluminação,968,353,288.12,465.02
Cimento Extra,Acabamento,62,115,474.78,697.33
Cimento Comercial,Acabamento,868,151,224.85,294.55
Janela de Alumínio Residencial,Hidráulica,90,329,220.74,363.23
Cimento Industrial,Elétrica,625,115,252.5,403.21
Canos PVC Residencial,Hidráulica,843,29,350.23,742.64
Brita Extra,Iluminação,378,322,186.97,362.22
Fio Elétrico Comercial,Estrutura,251,50,432.62,1028.92
Telha de Zinco Comum,Hidráulica,40,59,19.49,25.41
Bloco de Concreto Extra,Elétrica,838,228,222.68,263.57
Lâmpada LED Comum,Hidráulica,713,258,257.94,476.79
Rejunte Industrial,Acabamento,878,359,305.48,336.47
Interruptor Premium,Iluminação,370,4,141.66,312.05
Argamassa Reforçada,Iluminação,242,27,216.6,391.69
Canos PVC Comum,Iluminação,619,253,244.85,436.64
Madeira Serrada Premium,Iluminação,43,363,345.02,554.62
Parafuso Extra,Iluminação,252,461,387.9,630.32
Argamassa Comum,Iluminação,960,230,370.22,630.7
Rejunte Premium,Estrutura,68,394,174.08,195.4
Tijolo Extra,Elétrica,780,455,499.73,608.15
Cimento Premium,Iluminação,538,356,425.09,768.17
Brita Comercial,Elétrica,87,199,133.71,175.18
Prego Comum,Iluminação,727,331,101.58,222.49
Rejunte Extra,Hidráulica,311,270,160.44,238.14
Janela de Alumínio Comercial,Iluminação,687,338,228.91,283.18
Porta de Madeira Comum,Acabamento,812,303,426.15,609.09
Areia Refinada,Estrutura,906,382,390.29,624.44
Tinta Acrílica Comum,Hidráulica,121,45,426.37,490.09
Prego Refinada,Hidráulica,422,27,139.62,181.28
Argamassa Industrial,Acabamento,909,6,298.76,464.09
Interruptor Extra,Iluminação,326,231,145.21,222.85
Prego Residencial,Estrutura,874,198,58.97,130.95
Interruptor Residencial,Hidráulica,154,93,343.68,783.78
Areia Extra,Estrutura,677,81,75.78,103.88
Cimento Refinada,Hidráulica,699,87,335.51,427.28
Lâmpada LED Extra,Iluminação,867,389,325.74,647.51
Fio Elétrico Comum,Hidráulica,657,185,406.07,904.1
Interruptor Comercial,Hidráulica,939,242,74.08,181.44
Bloco de Concreto Comercial,Elétrica,836,67,392.82,435.84
Bloco de Concreto Residencial,Iluminação,27,310,499.64,838.97
Fio Elétrico Industrial,Acabamento,360,450,426.27,906.92
Rejunte Refinada,Acabamento,964,432,377.15,852.35
Canos PVC Refinada,Iluminação,164,373,332.77,395.06
Telha de Zinco Reforçada,Acabamento,793,434,213.78,438.86
Areia Premium,Iluminação,515,186,366.6,551.55
Tinta Acrílica Reforçada,Acabamento,787,238,363.47,437.78
Lâmpada LED Reforçada,Elétrica,369,389,317.59,566.82
Argamassa Comercial,Acabamento,341,217,399.16,527.46
Canos PVC Industrial,Hidráulica,927,107,227.14,484.22
Rejunte Comercial,Iluminação,537,306,65.02,139.0
Bloco de Concreto Comum,Estrutura,21,37,281.74,642.06
Cimento Residencial,Estrutura,84,394,136.2,221.81
Telha Cerâmica Reforçada,Iluminação,221,435,195.29,218.46
Brita Reforçada,Elétrica,700,348,13.62,19.93
Tijolo Comercial,Acabamento,650,275,194.48,341.3
Tomada Residencial,Elétrica,292,9,405.36,839.75
Interruptor Reforçada,Estrutura,204,25,273.65,447.38
Madeira Serrada Extra,Iluminação,789,47,9.85,18.23
Porta de Madeira Refinada,Iluminação,39,346,237.57,435.7
Porta de Madeira Industrial,Elétrica,18,369,149.27,198.67
Prego Extra,Elétrica,318,13,241.39,476.09
Madeira Serrada Reforçada,Acabamento,454,99,205.32,352.11
Tinta Acrílica Extra,Hidráulica,319,186,466.33,1040.42
Telha Cerâmica Premium,Hidráulica,686,11,25.38,52.46
Janela de Alumínio Premium,Acabamento,714,371,343.38,431.3
Janela de Alumínio Industrial,Hidráulica,435,378,426.26,760.56
Tijolo Reforçada,Estrutura,826,278,479.82,999.7
Fio Elétrico Reforçada,Hidráulica,781,340,92.93,113.54
Tijolo Premium,Acabamento,713,327,268.0,592.14
Telha de Zinco Extra,Hidráulica,600,166,26.58,37.5
Tomada Extra,Iluminação,700,121,252.1,454.87
Porta de Madeira Reforçada,Elétrica,100,392,67.1,162.17
Tijolo Industrial,Estrutura,465,471,419.76,797.49
Bloco de Concreto Refinada,Iluminação,453,94,61.37,103.94
Brita Premium,Iluminação,736,24,259.08,287.45
Tijolo Residencial,Acabamento,88,16,262.94,338.35
Argamassa Premium,Elétrica,484,425,485.97,928.27
Bloco de Concreto Reforçada,Elétrica,936,28,329.22,589.75
Tinta Acrílica Industrial,Estrutura,112,443,147.48,237.35
Canos PVC Reforçada,Acabamento,632,322,124.2,297.15
Lâmpada LED Refinada,Estrutura,465,340,68.48,107.2
Prego Reforçada,Hidráulica,999,312,379.47,702.78
Tomada Industrial,Iluminação,323,71,346.92,657.83
Areia Comum,Estrutura,256,269,306.89,564.2
Tinta Acrílica Residencial,Iluminação,243,249,25.22,44.6
Prego Industrial,Acabamento,603,294,382.6,601.4
Rejunte Residencial,Hidráulica,653,143,322.73,765.6
Porta de Madeira Comercial,Acabamento,244,273,482.12,834.61
Rejunte Reforçada,Hidráulica,799,222,295.67,543.98
Lâmpada LED Residencial,Hidráulica,396,74,155.46,313.88
Parafuso Comercial,Iluminação,856,101,193.85,231.6
Cimento Comum,Acabamento,620,19,92.04,201.92
Telha de Zinco Refinada,Acabamento,952,116,362.84,659.47
Telha Cerâmica Refinada,Estrutura,47,173,355.32,717.76
Telha Cerâmica Industrial,Acabamento,170,372,104.32,227.5
Bloco de Concreto Premium,Estrutura,471,172,83.45,193.92
Bloco de Concreto Industrial,Elétrica,953,3,43.12,71.11
Telha Cerâmica Extra,Elétrica,458,339,456.43,1020.58
Areia Industrial,Elétrica,126,478,120.37,176.03
Lâmpada LED Comercial,Acabamento,250,147,175.36,355.01
Parafuso Comum,Acabamento,35,394,143.85,178.92
Tinta Acrílica Comercial,Estrutura,657,113,209.74,236.6
Parafuso Residencial,Hidráulica,571,320,358.45,442.35
Parafuso Reforçada,Estrutura,985,491,435.94,674.46
Brita Refinada,Elétrica,815,401,95.39,109.08
Janela de Alumínio Extra,Estrutura,915,166,344.77,683.57
Fio Elétrico Residencial,Hidráulica,307,299,179.52,277.03
Fio Elétrico Refinada,Acabamento,814,480,490.36,1044.92
Brita Residencial,Estrutura,163,117,152.96,178.09
Canos PVC Comercial,Elétrica,741,99,8.56,12.01
Porta de Madeira Premium,Elétrica,661,273,260.24,434.91
Tomada Refinada,Acabamento,477,174,79.61,130.22
Tinta Acrílica Refinada,Estrutura,58,158,27.02,34.68
Interruptor Comum,Hidráulica,663,383,350.64,873.72
Canos PVC Extra,Acabamento,55,226,367.47,550.55
Telha Cerâmica Comum,Estrutura,684,422,233.05,491.61
Canos PVC Premium,Iluminação,294,37,340.06,478.82
Janela de Alumínio Refinada,Elétrica,789,462,271.43,632.16
Telha Cerâmica Residencial,Hidráulica,637,430,316.75,520.38
Argamassa Extra,Hidráulica,91,197,300.37,709.25
Cimento Reforçada,Hidráulica,53,135,334.58,528.16
Madeira Serrada Refinada,Elétrica,715,103,103.82,115.46
Madeira Serrada Comercial,Estrutura,779,469,138.01,251.71
Fio Elétrico Premium,Acabamento,964,192,222.78,408.74
Telha de Zinco Comercial,Estrutura,282,249,225.83,286.3
Areia Reforçada,Acabamento,403,12,388.33,554.9
Tomada Comercial,Hidráulica,795,54,186.86,410.51
Tijolo Refinada,Estrutura,799,343,85.44,98.38
Madeira Serrada Residencial,Hidráulica,604,84,129.48,231.17
Areia Residencial,Iluminação,67,108,111.29,205.06
Tijolo Comum,Hidráulica,574,42,367.17,757.91
Rejunte Comum,Hidráulica,10,387,237.82,274.07
Parafuso Industrial,Acabamento,225,70,355.77,683.04
Tomada Comum,Iluminação,326,443,211.03,233.05
Janela de Alumínio Reforçada,Hidráulica,237,267,445.42,655.32
Tinta Acrílica Premium,Hidráulica,482,58,491.84,885.09
Porta de Madeira Extra,Iluminação,493,460,336.57,799.62
Brita Comum,Iluminação,775,437,432.59,552.52
Argamassa Refinada,Estrutura,680,43,256.43,342.85
Telha de Zinco Premium,Acabamento,296,271,467.64,952.56
Parafuso Premium,Iluminação,520,389,416.64,676.96
Telha de Zinco Residencial,Iluminação,587,13,495.93,978.37
Telha Cerâmica Comercial,Elétrica,924,370,313.43,782.46
Interruptor Refinada,Iluminação,830,111,390.71,969.59
Madeira Serrada Comum,Acabamento,981,378,273.72,436.64
Prego Comercial,Hidráulica,467,313,133.26,240.6
Areia Comercial,Hidráulica,104,414,180.6,427.4
Fio Elétrico Extra,Hidráulica,502,227,447.53,550.03
Parafuso Refinada,Hidráulica,774,484,32.69,56.66
Tomada Premium,Elétrica,159,168,297.78,484.97
Tomada Reforçada,Iluminação,32,375,189.38,286.5
Lâmpada LED Premium,Hidráulica,765,290,196.41,489.43
Madeira Serrada Industrial,Estrutura,224,245,442.86,941.95
Telha de Zinco Industrial,Hidráulica,408,265,427.64,703.15
Lâmpada LED Industrial,Iluminação,419,336,301.43,681.42
Argamassa Residencial,Hidráulica,140,242,140.09,250.14
Interruptor Industrial,Elétrica,864,489,240.35,558.08
Prego Premium,Acabamento,157,157,207.11,305.06
Porta de Madeira Residencial,Acabamento,390,299,180.04,254.4
Janela de Alumínio Comum,Iluminação,118,438,55.88,80.81
Brita Industrial,Acabamento,561,326,273.84,507.66
Cimento Extra,Acabamento,130,17,154.41,232.83
Cimento Comercial,Estrutura,304,82,332.1,433.71
Janela de Alumínio Residencial,Iluminação,129,334,163.01,406.3
Cimento Industrial,Iluminação,465,230,218.43,515.63
Canos PVC Residencial,Acabamento,539,491,30.92,61.5
Brita Extra,Acabamento,178,341,496.31,1165.42
Fio Elétrico Comercial,Acabamento,719,252,256.27,617.52
Telha de Zinco Comum,Elétrica,932,166,17.0,34.79
Bloco de Concreto Extra,Hidráulica,152,41,272.91,498.38
Lâmpada LED Comum,Elétrica,46,248,435.83,1017.58
Rejunte Industrial,Iluminação,707,247,387.41,734.11
Interruptor Premium,Estrutura,270,437,351.95,449.62
Argamassa Reforçada,Hidráulica,240,379,74.04,119.47
Canos PVC Comum,Estrutura,263,285,330.58,570.02
Madeira Serrada Premium,Iluminação,338,19,384.32,926.03
Parafuso Extra,Iluminação,912,381,288.35,583.29
Argamassa Comum,Estrutura,306,351,446.91,1039.24
Rejunte Premium,Estrutura,989,380,142.11,307.05
Tijolo Extra,Estrutura,19,41,124.86,191.51
Cimento Premium,Iluminação,455,344,435.44,917.12
Brita Comercial,Acabamento,931,86,314.57,432.04
Prego Comum,Estrutura,845,260,5.72,9.56
Rejunte Extra,Hidráulica,239,305,179.8,400.69
Janela de Alumínio Comercial,Iluminação,545,296,429.64,840.68
Porta de Madeira Comum,Elétrica,87,349,18.52,41.77
Areia Refinada,Elétrica,434,239,6.61,9.63
Tinta Acrílica Comum,Hidráulica,202,166,144.22,310.02
Prego Refinada,Acabamento,410,312,457.43,632.74
Argamassa Industrial,Estrutura,118,218,451.23,840.83
Interruptor Extra,Iluminação,801,440,261.79,446.86
Prego Residencial,Estrutura,932,489,278.85,523.98
Interruptor Residencial,Iluminação,272,420,169.34,218.41
Areia Extra,Elétrica,338,390,125.65,201.76
Cimento Refinada,Estrutura,372,132,408.53,830.81
Lâmpada LED Extra,Hidráulica,876,206,57.62,108.44
Fio Elétrico Comum,Acabamento,387,50,246.24,460.11
Interruptor Comercial,Hidráulica,789,105,319.03,579.09
Bloco de Concreto Comercial,Acabamento,350,391,56.32,136.38
Bloco de Concreto Residencial,Estrutura,268,183,262.21,631.51
Fio Elétrico Industrial,Estrutura,344,200,290.87,466.61
Rejunte Refinada,Acabamento,94,10,372.54,593.33
Canos PVC Refinada,Elétrica,531,253,121.24,227.55
Telha de Zinco Reforçada,Iluminação,810,149,150.2,185.32
Areia Premium,Hidráulica,823,353,286.91,437.31
Tinta Acrílica Reforçada,Hidráulica,580,354,491.65,699.72
Lâmpada LED Reforçada,Hidráulica,317,460,112.66,159.16
Argamassa Comercial,Estrutura,271,394,493.02,983.04
Canos PVC Industrial,Hidráulica,907,443,358.6,587.42
Rejunte Comercial,Iluminação,806,95,413.91,554.49
Bloco de Concreto Comum,Iluminação,640,105,49.37,115.65
Cimento Residencial,Acabamento,689,142,153.71,357.19
Telha Cerâmica Reforçada,Estrutura,874,165,33.58,77.48
Brita Reforçada,Iluminação,710,0,188.92,311.16
Tijolo Comercial,Elétrica,461,45,490.74,578.96
Tomada Residencial,Estrutura,260,241,57.11,71.36
Interruptor Reforçada,Estrutura,333,343,283.37,421.22
Madeira Serrada Extra,Iluminação,934,426,8.0,11.26
Porta de Madeira Refinada,Elétrica,238,487,357.78,831.33
Porta de Madeira Industrial,Acabamento,711,277,102.61,254.57
Prego Extra,Iluminação,837,2,69.14,155.1
Madeira Serrada Reforçada,Elétrica,645,141,171.82,364.57
Tinta Acrílica Extra,Estrutura,605,385,386.67,743.98
Telha Cerâmica Premium,Elétrica,306,60,57.77,125.82
Janela de Alumínio Premium,Estrutura,736,415,118.77,288.12
Janela de Alumínio Industrial,Iluminação,246,495,9.19,17.85
Tijolo Reforçada,Iluminação,987,293,484.37,637.65
Fio Elétrico Reforçada,Hidráulica,634,224,298.11,396.31
Tijolo Premium,Hidráulica,226,301,361.35,692.86
Telha de Zinco Extra,Hidráulica,842,169,327.43,513.04
Tomada Extra,Iluminação,255,133,76.46,181.54
Porta de Madeira Reforçada,Acabamento,457,40,299.5,585.91
Tijolo Industrial,Iluminação,856,230,70.05,143.4
Bloco de Concreto Refinada,Elétrica,328,408,203.61,225.63
Brita Premium,Iluminação,441,225,286.64,515.49
Tijolo Residencial,Iluminação,413,138,281.65,479.83
Argamassa Premium,Estrutura,895,109,63.94,133.52
Bloco de Concreto Reforçada,Estrutura,46,484,22.05,36.07
Tinta Acrílica Industrial,Estrutura,585,296,400.13,987.2
Canos PVC Reforçada,Iluminação,740,454,364.33,742.61
Lâmpada LED Refinada,Acabamento,351,56,45.5,92.09
Prego Reforçada,Elétrica,398,429,68.07,162.49
Tomada Industrial,Elétrica,43,122,446.83,1114.08
Areia Comum,Acabamento,48,239,385.72,531.12
Tinta Acrílica Residencial,Acabamento,588,85,498.1,1113.13
Prego Industrial,Elétrica,218,175,130.72,173.5
Rejunte Residencial,Hidráulica,839,62,246.46,428.81
Porta de Madeira Comercial,Estrutura,865,38,122.05,151.37
Rejunte Reforçada,Estrutura,161,137,313.29,618.03
Lâmpada LED Residencial,Elétrica,908,468,62.13,109.1
Parafuso Comercial,Acabamento,374,453,67.99,134.63
Cimento Comum,Hidráulica,208,240,40.58,83.15
Telha de Zinco Refinada,Elétrica,610,448,348.33,685.24
Telha Cerâmica Refinada,Estrutura,769,225,249.57,377.26
Telha Cerâmica Industrial,Iluminação,844,442,310.78,706.01
